Student ID,Level,Program,Preferred Learning Method,Preferred Study Time,Preferred Language for Learning Materials,Challenging Subject Areas,Preferred Content Platforms,Topics of Interest,Future Goals,Challenges,Suggestions,Introduction to Computer Systems (CMIS 2113),Programming Fundamentals (CMIS 2123),Data Structures and Algorithms (CMIS 2214),Operating Systems (CMIS 3114),Database Systems (CMIS 3122),Object-Oriented Programming (CMIS 3134),Advanced Software Engineering (CMIS 4114),Artificial Intelligence (CMIS 4123),Network Security (CMIS 4134),Basic Electronics (ELTN 2112),Circuit Analysis (ELTN 2232),Microprocessor Systems (ELTN 3113),Digital Electronics (ELTN 3133),Embedded Systems Design (ELTN 4114),Power Electronics (ELTN 4213),Foundations of Industrial Management (IMGT 2112),Operations Management (IMGT 3112),Strategic Management (IMGT 4016),Linear Algebra (MATH 2114),Numerical Methods (MATH 3114),Optimization Techniques (MATH 4114),Introduction to Probability and Statistics (STAT 2112),Statistical Inference (STAT 3112),Time Series Analysis (STAT 4114)
202664,Level 4,B.Sc. (General) Degree,"Visual, Reading/Writing",Morning,"Sinhala, English","Statistics, Computer Sciences, Industrial Management","edX, Udemy, YouTube","Robotics, AI, Programming",Entrepreneur,Resources,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): C-,Power Electronics (ELTN 4213): C,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202561,Level 4,B.Sc. (Joint Major) Degree,"Auditory, Kinesthetic, Visual",Afternoon,"English, Sinhala","Industrial Management, Statistics, Electronics, Maths","YouTube, Books, Coursera, edX, Khan Academy, Udemy","Programming, AI, Machine Learning, Data Science",Researcher,Understanding Concepts,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222603,Level 2,B.Sc. (Special/Joint Major/General) Degree,Reading/Writing,Afternoon,English,"Computer Sciences, Statistics","Books, Coursera, Khan Academy, edX, YouTube","Robotics, Machine Learning",Researcher,Understanding Concepts,More Practice,Introduction to Computer Systems (CMIS 2113): A+,Programming Fundamentals (CMIS 2123): D,Data Structures and Algorithms (CMIS 2214): C-,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): B,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): C,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): E,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): E,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202254,Level 4,B.Sc. (Special) Degree,"Reading/Writing, Kinesthetic",Evening,"English, Sinhala, Tamil",Maths,YouTube,"Programming, Robotics",Teacher,Understanding Concepts,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A+,Artificial Intelligence (CMIS 4123): A,Network Security (CMIS 4134): B,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): A,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222745,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Visual",Morning,"English, Sinhala, Tamil","Electronics, Computer Sciences, Statistics","Coursera, YouTube, Udemy","AI, Programming, Machine Learning, Robotics",Entrepreneur,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): B,Programming Fundamentals (CMIS 2123): B+,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): D,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): E,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): A,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): E,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202218,Level 4,B.Sc. (Special) Degree,"Auditory, Visual, Kinesthetic, Reading/Writing",Afternoon,"Sinhala, Tamil","Computer Sciences, Electronics, Statistics, Industrial Management","YouTube, Khan Academy, Coursera, edX, Books","Robotics, Data Science, Machine Learning",Software Engineer,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A,Artificial Intelligence (CMIS 4123): A+,Network Security (CMIS 4134): C-,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222170,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Auditory, Kinesthetic, Visual",Morning,English,"Electronics, Industrial Management, Maths","YouTube, Coursera, Udemy, Khan Academy","AI, Programming, Robotics, Data Science",Software Engineer,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): A,Programming Fundamentals (CMIS 2123): B,Data Structures and Algorithms (CMIS 2214): C,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): E,Circuit Analysis (ELTN 2232): A,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): E,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): D,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222637,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Auditory, Kinesthetic, Reading/Writing",Evening,"Tamil, English","Industrial Management, Statistics","YouTube, Udemy, edX, Khan Academy, Books, Coursera",Data Science,Researcher,Time Management,Online Courses,Introduction to Computer Systems (CMIS 2113): B,Programming Fundamentals (CMIS 2123): A,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): E,Circuit Analysis (ELTN 2232): A+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): C,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): B,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212852,Level 3,B.Sc. (Special) Degree,Reading/Writing,Evening,English,"Statistics, Industrial Management","YouTube, edX, Books, Udemy","Programming, Robotics, Machine Learning, Data Science",Entrepreneur,Motivation,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): E,Object-Oriented Programming (CMIS 3134): C,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): D,Digital Electronics (ELTN 3133): C,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): C-,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): D,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): A,Time Series Analysis (STAT 4114): None
202132,Level 4,B.Sc. (Joint Major) Degree,Reading/Writing,Evening,Tamil,Maths,"Khan Academy, Udemy",AI,Software Engineer,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): C,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222435,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Auditory, Kinesthetic, Reading/Writing",Evening,"Sinhala, Tamil, English","Statistics, Maths","edX, Khan Academy, Udemy, YouTube, Books, Coursera","Data Science, AI, Programming",Researcher,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): B,Programming Fundamentals (CMIS 2123): B,Data Structures and Algorithms (CMIS 2214): E,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C,Circuit Analysis (ELTN 2232): B,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): B+,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): A+,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222199,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Visual, Kinesthetic",Afternoon,"English, Sinhala, Tamil","Maths, Electronics, Statistics, Industrial Management","edX, Udemy, Coursera, Books, YouTube","Machine Learning, Data Science, AI, Programming, Robotics",Software Engineer,Time Management,More Practice,Introduction to Computer Systems (CMIS 2113): E,Programming Fundamentals (CMIS 2123): D,Data Structures and Algorithms (CMIS 2214): D,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): E,Circuit Analysis (ELTN 2232): B,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): A+,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): B,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202850,Level 4,B.Sc. (General) Degree,"Kinesthetic, Reading/Writing",Evening,"Sinhala, Tamil, English","Statistics, Maths, Industrial Management","Udemy, Khan Academy, YouTube, Books",AI,Researcher,Resources,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): B,Artificial Intelligence (CMIS 4123): A+,Network Security (CMIS 4134): C-,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): A,Power Electronics (ELTN 4213): C,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212273,Level 3,B.Sc. (General) Degree,Kinesthetic,Morning,"Tamil, Sinhala",Industrial Management,"edX, YouTube, Udemy, Books",AI,Teacher,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): B,Database Systems (CMIS 3122): A,Object-Oriented Programming (CMIS 3134): E,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): B+,Digital Electronics (ELTN 3133): A+,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): B,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): B,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202892,Level 4,B.Sc. (General) Degree,Visual,Morning,"English, Sinhala","Electronics, Statistics, Maths","YouTube, Udemy, Khan Academy, Books","Machine Learning, Robotics, Data Science, Programming, AI",Teacher,Understanding Concepts,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): C-,Artificial Intelligence (CMIS 4123): C,Network Security (CMIS 4134): D,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212031,Level 3,B.Sc. (Joint Major) Degree,Reading/Writing,Afternoon,Tamil,"Electronics, Computer Sciences",Udemy,Data Science,Researcher,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): E,Database Systems (CMIS 3122): B,Object-Oriented Programming (CMIS 3134): D,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A,Digital Electronics (ELTN 3133): B,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): C-,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): B+,Time Series Analysis (STAT 4114): None
212874,Level 3,B.Sc. (General) Degree,"Visual, Kinesthetic, Reading/Writing, Auditory",Morning,"English, Sinhala","Industrial Management, Computer Sciences",Khan Academy,"Machine Learning, Data Science",Researcher,Time Management,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): E,Database Systems (CMIS 3122): A+,Object-Oriented Programming (CMIS 3134): A,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A+,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): B,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): B,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): C,Time Series Analysis (STAT 4114): None
222863,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Auditory, Visual",Afternoon,"Sinhala, Tamil","Electronics, Statistics",Udemy,"Machine Learning, Robotics, Programming, AI, Data Science",Software Engineer,Understanding Concepts,Online Courses,Introduction to Computer Systems (CMIS 2113): A+,Programming Fundamentals (CMIS 2123): C-,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C-,Circuit Analysis (ELTN 2232): B+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): E,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): E,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): D,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222185,Level 2,B.Sc. (Special/Joint Major/General) Degree,Visual,Evening,English,Maths,"Coursera, Books, Udemy, YouTube, Khan Academy, edX","Programming, Data Science, Machine Learning",Researcher,Understanding Concepts,More Practice,Introduction to Computer Systems (CMIS 2113): A+,Programming Fundamentals (CMIS 2123): B,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): B,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A+,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): C,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): A,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212883,Level 3,B.Sc. (Joint Major) Degree,Kinesthetic,Evening,"Tamil, English","Electronics, Statistics, Maths","Khan Academy, Books, YouTube, Udemy, edX, Coursera",Robotics,Data Scientist,Motivation,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): C-,Database Systems (CMIS 3122): A+,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): D,Digital Electronics (ELTN 3133): A+,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): A+,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): C,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): B+,Time Series Analysis (STAT 4114): None
222369,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Auditory, Kinesthetic",Morning,"Sinhala, English, Tamil",Industrial Management,"Books, Coursera","AI, Machine Learning, Robotics, Programming",Software Engineer,Time Management,More Practice,Introduction to Computer Systems (CMIS 2113): C,Programming Fundamentals (CMIS 2123): C,Data Structures and Algorithms (CMIS 2214): A,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C-,Circuit Analysis (ELTN 2232): A,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): C-,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): B,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202515,Level 4,B.Sc. (Special) Degree,"Reading/Writing, Visual",Morning,"Sinhala, English","Computer Sciences, Maths","Books, Khan Academy, edX, Udemy, YouTube, Coursera","Programming, AI, Machine Learning, Robotics, Data Science",Data Scientist,Motivation,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): C-,Artificial Intelligence (CMIS 4123): B,Network Security (CMIS 4134): C-,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): B,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222757,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Kinesthetic, Auditory",Afternoon,Sinhala,Industrial Management,"Books, edX","Programming, Data Science",Data Scientist,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): D,Programming Fundamentals (CMIS 2123): B+,Data Structures and Algorithms (CMIS 2214): A,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C,Circuit Analysis (ELTN 2232): E,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): D,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): A+,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
